attendees,month,day,hour,day_of_week,holiday,temp,temp_wb,rel_humidity,windspeed,precipitation
17710,3,29,13,Thu,0,85.8,43,77,8,1
16280,3,29,14,Thu,0,82.2,42,83,9,1
18920,3,29,15,Thu,0,80.4,42,89,9,1
33000,3,29,16,Thu,0,80.4,42,89,8,1
54670,3,29,17,Thu,0,80.4,42,89,5,1
28820,3,29,18,Thu,0,80.4,42,93,7,0.025
14080,3,29,19,Thu,0,80.4,42,93,5,1
11330,3,29,20,Thu,0,80.4,43,97,0,1
6710,3,29,21,Thu,0,85.8,45,89,5,1
8360,3,29,22,Thu,0,84,45,97,6,1
3630,3,29,23,Thu,0,82.2,44,96,6,1
2750,3,30,0,Fri,0,80.4,43,100,6,1
1320,3,30,1,Fri,0,82.2,44,100,0,1
440,3,30,2,Fri,0,89.4,48,100,9,1
330,3,30,3,Fri,0,91.2,49,100,9,1
330,3,30,4,Fri,0,94.8,51,100,13,1
2310,3,30,5,Fri,0,94.8,51,100,14,1
7040,3,30,6,Fri,0,96.6,51,97,16,1
17600,3,30,7,Fri,0,100.2,53,93,11,1
38830,3,30,8,Fri,0,102,54,93,11,1
20680,3,30,9,Fri,0,107.4,56,90,16,1
14190,3,30,10,Fri,0,114.6,59,84,9,1
15400,3,30,11,Fri,0,112.8,59,90,11,1
10780,3,30,13,Fri,0,107.4,56,87,9,0.15
9130,3,30,14,Fri,0,107.4,56,87,8,1
12320,3,30,15,Fri,0,107.4,55,81,16,1
28160,3,30,16,Fri,0,100.2,50,75,11,1
33000,3,30,17,Fri,0,100.2,49,72,11,1
24530,3,30,18,Fri,0,96.6,47,66,14,1
14740,3,30,19,Fri,0,91.2,44,69,15,1
9130,3,30,20,Fri,0,89.4,43,66,15,1
6820,3,30,21,Fri,0,87.6,42,66,18,1
6710,3,30,22,Fri,0,87.6,42,63,16,1
4070,3,30,23,Fri,0,85.8,40,61,14,1
3080,3,31,0,Sat,1,80.4,37,56,16,1
1980,3,31,1,Sat,1,78.6,35,51,17,1
1650,3,31,2,Sat,1,76.8,35,51,21,1
770,3,31,3,Sat,1,76.8,34,49,14,1
880,3,31,4,Sat,1,75,32,41,16,1
440,3,31,5,Sat,1,75,32,36,15,1
1210,3,31,6,Sat,1,76.8,31,30,16,1
1870,3,31,7,Sat,1,80.4,33,28,18,1
5720,3,31,8,Sat,1,84,34,27,14,1
12100,3,31,9,Sat,1,87.6,35,24,11,1
18480,3,31,10,Sat,1,93,37,22,7,1
29370,3,31,11,Sat,1,94.8,38,24,7,1
30140,3,31,12,Sat,1,93,39,32,11,1
38280,3,31,13,Sat,1,94.8,41,41,10,1
37510,3,31,14,Sat,1,105.6,41,19,13,1
38830,3,31,15,Sat,1,103.8,40,19,7,1
35750,3,31,16,Sat,1,84,41,68,14,1
34760,3,31,17,Sat,1,91.2,39,39,17,1
27830,3,31,18,Sat,1,82.2,37,51,20,1
13750,3,31,19,Sat,1,78.6,36,58,20,1
7370,3,31,20,Sat,1,76.8,35,53,16,1
6160,3,31,21,Sat,1,76.8,34,49,15,1
5060,3,31,22,Sat,1,76.8,35,53,14,1
3520,3,31,23,Sat,1,76.8,36,60,15,1
3630,4,1,0,Sun,1,76.8,36,62,14,1
2970,4,1,1,Sun,1,78.6,36,58,13,1
2090,4,1,2,Sun,1,80.4,37,56,16,1
550,4,1,3,Sun,1,82.2,38,55,22,1
220,4,1,4,Sun,1,84,38,54,20,1
550,4,1,5,Sun,1,87.6,40,54,16,1
880,4,1,6,Sun,1,87.6,41,56,23,1
2530,4,1,7,Sun,1,89.4,42,61,17,1
4730,4,1,8,Sun,1,93,44,59,22,1
8800,4,1,9,Sun,1,102,46,49,16,1
14960,4,1,10,Sun,1,107.4,48,44,17,1
20570,4,1,11,Sun,1,109.2,47,39,20,1
28270,4,1,12,Sun,1,107.4,47,39,20,1
24420,4,1,13,Sun,1,103.8,45,40,24,1
23760,4,1,14,Sun,1,98.4,42,38,20,1
20240,4,1,15,Sun,1,100.2,39,21,20,1
18260,4,1,16,Sun,1,94.8,36,16,20,1
24640,4,1,17,Sun,1,91.2,35,20,21,1
19580,4,1,18,Sun,1,84,34,26,16,1
11110,4,1,19,Sun,1,80.4,33,31,20,1
5830,4,1,20,Sun,1,76.8,32,35,16,1
5940,4,1,21,Sun,1,73.2,31,38,13,1
4730,4,1,22,Sun,1,71.4,30,39,14,1
1540,4,1,23,Sun,1,69.6,30,41,13,1
1980,4,2,0,Mon,0,69.6,30,41,9,1
440,4,2,1,Mon,0,67.8,29,44,10,1
110,4,2,2,Mon,0,69.6,30,41,7,1
330,4,2,3,Mon,0,67.8,29,42,8,1
110,4,2,4,Mon,0,67.8,30,46,5,1
3300,4,2,5,Mon,0,67.8,29,42,0,1
6490,4,2,6,Mon,0,67.8,30,50,6,1
23210,4,2,7,Mon,0,62.4,30,70,0,1
39600,4,2,8,Mon,0,58.8,30,92,0,0.05
14960,4,2,9,Mon,0,58.8,31,100,0,0.15
5610,4,2,10,Mon,0,62.4,31,85,3,0.075
5390,4,2,11,Mon,0,64.2,33,89,3,1
5830,4,2,12,Mon,0,69.6,35,82,6,1
5280,4,2,13,Mon,0,71.4,34,70,7,1
9350,4,2,14,Mon,0,71.4,34,70,10,1
14080,4,2,15,Mon,0,71.4,34,65,7,1
25960,4,2,16,Mon,0,75,35,58,6,1
46860,4,2,17,Mon,0,73.2,33,55,7,1
34980,4,2,18,Mon,0,71.4,33,60,6,1
23540,4,2,19,Mon,0,67.8,33,70,6,1
13420,4,2,20,Mon,0,66,32,76,7,1
9790,4,2,21,Mon,0,66,32,76,8,1
4950,4,2,22,Mon,0,66,32,76,9,1
2640,4,2,23,Mon,0,62.4,31,82,8,1
1540,4,3,0,Tue,0,62.4,31,78,6,1
550,4,3,1,Tue,0,62.4,31,78,0,1
660,4,3,2,Tue,0,62.4,31,78,6,1
330,4,3,3,Tue,0,60.6,30,82,7,1
440,4,3,4,Tue,0,62.4,31,82,9,1
2090,4,3,5,Tue,0,64.2,32,82,8,1
10120,4,3,6,Tue,0,67.8,34,79,10,1
26730,4,3,7,Tue,0,73.2,36,76,9,1
56870,4,3,8,Tue,0,80.4,38,65,10,1
28600,4,3,9,Tue,0,85.8,38,47,14,1
15510,4,3,10,Tue,0,87.6,39,48,15,1
16390,4,3,11,Tue,0,89.4,40,50,15,1
16500,4,3,12,Tue,0,82.2,38,58,15,1
14190,4,3,13,Tue,0,76.8,38,73,11,0.05
11880,4,3,14,Tue,0,73.2,37,86,7,0.125
7370,4,3,15,Tue,0,73.2,38,89,10,0.15
11880,4,3,16,Tue,0,71.4,38,97,8,0.15
15620,4,3,17,Tue,0,71.4,37,93,11,0.3
11220,4,3,18,Tue,0,71.4,38,97,9,0.175
7480,4,3,19,Tue,0,71.4,38,97,10,0.05
6270,4,3,20,Tue,0,73.2,39,96,15,0.1
4180,4,3,21,Tue,0,73.2,39,96,10,0.025
3410,4,3,22,Tue,0,73.2,39,100,11,0.05
1540,4,3,23,Tue,0,73.2,39,100,14,1
660,4,4,0,Wed,0,73.2,39,100,13,0.025
330,4,4,1,Wed,0,75,40,97,9,1
330,4,4,2,Wed,0,75,40,97,9,1
110,4,4,3,Wed,0,75,40,100,6,1
220,4,4,4,Wed,0,75,40,100,5,1
2090,4,4,5,Wed,0,75,40,100,6,1
8800,4,4,6,Wed,0,75,40,100,5,1
21450,4,4,7,Wed,0,76.8,41,100,0,1
36960,4,4,8,Wed,0,80.4,43,100,5,1
21120,4,4,9,Wed,0,80.4,43,100,5,1
12430,4,4,10,Wed,0,87.6,47,100,5,1
13200,4,4,11,Wed,0,102,55,100,16,1
14740,4,4,12,Wed,0,103.8,55,97,15,1
12320,4,4,13,Wed,0,105.6,56,93,20,1
13860,4,4,14,Wed,0,105.6,56,93,13,0.15
9350,4,4,15,Wed,0,107.4,56,87,21,0.325
8910,4,4,16,Wed,0,98.4,49,77,17,1
36630,4,4,17,Wed,0,93,45,68,17,1
28820,4,4,18,Wed,0,91.2,44,66,16,1
23210,4,4,19,Wed,0,89.4,43,63,25,1
12760,4,4,20,Wed,0,85.8,38,47,13,1
9020,4,4,21,Wed,0,82.2,35,38,29,1
6600,4,4,22,Wed,0,78.6,34,40,24,1
3960,4,4,23,Wed,0,73.2,32,48,18,1
1870,4,5,0,Thu,0,71.4,32,48,23,1
550,4,5,1,Thu,0,67.8,29,44,25,1
110,4,5,2,Thu,0,64.2,27,42,28,1
330,4,5,4,Thu,0,58.8,25,43,20,1
2200,4,5,5,Thu,0,57,24,45,14,1
7370,4,5,6,Thu,0,58.8,25,40,25,1
20570,4,5,7,Thu,0,60.6,25,33,25,1
45870,4,5,8,Thu,0,64.2,26,31,23,1
23650,4,5,9,Thu,0,67.8,27,26,23,1
12320,4,5,10,Thu,0,71.4,28,26,25,1
13420,4,5,11,Thu,0,73.2,29,26,26,1
16170,4,5,12,Thu,0,76.8,31,27,18,1
13200,4,5,13,Thu,0,76.8,31,28,23,1
12650,4,5,14,Thu,0,78.6,31,25,22,1
13970,4,5,15,Thu,0,76.8,31,25,23,1
29810,4,5,16,Thu,0,75,30,25,21,1
45100,4,5,17,Thu,0,71.4,29,27,21,1
31790,4,5,18,Thu,0,69.6,28,28,22,1
20460,4,5,19,Thu,0,67.8,27,30,21,1
12320,4,5,20,Thu,0,66,27,32,15,1
9680,4,5,21,Thu,0,64.2,26,31,18,1
3960,4,5,22,Thu,0,64.2,26,34,16,1
3300,4,5,23,Thu,0,62.4,26,36,16,1
1980,4,6,0,Fri,0,60.6,25,40,11,1
1100,4,6,1,Fri,0,60.6,25,40,9,1
880,4,6,2,Fri,0,57,25,49,10,1
330,4,6,3,Fri,0,57,25,49,9,1
660,4,6,4,Fri,0,55.2,24,54,11,1
1760,4,6,5,Fri,0,57,25,51,11,1
7040,4,6,6,Fri,0,62.4,27,45,9,1
20900,4,6,7,Fri,0,66,29,46,14,1
47740,4,6,8,Fri,0,69.6,30,44,15,1
23540,4,6,9,Fri,0,75,33,45,18,1
14080,4,6,10,Fri,0,75,33,49,15,1
13420,4,6,11,Fri,0,69.6,34,70,21,1
18700,4,6,12,Fri,0,66,34,93,15,0.05
6490,4,6,13,Fri,0,62.4,33,96,13,0.175
5280,4,6,14,Fri,0,62.4,33,100,9,0.175
7150,4,6,15,Fri,0,64.2,34,97,10,0.075
14520,4,6,16,Fri,0,69.6,36,93,7,1
30140,4,6,17,Fri,0,73.2,38,93,10,1
23100,4,6,18,Fri,0,76.8,40,89,6,1
18810,4,6,19,Fri,0,75,39,89,8,1
8800,4,6,20,Fri,0,78.6,40,85,9,1
7260,4,6,21,Fri,0,76.8,39,86,11,1
6270,4,6,22,Fri,0,76.8,39,86,5,0.025
5060,4,6,23,Fri,0,75,39,89,6,0.025
2090,4,7,0,Sat,1,76.8,38,79,5,1
2970,4,7,1,Sat,1,75,38,86,6,1
2420,4,7,2,Sat,1,76.8,39,82,0,1
440,4,7,3,Sat,1,75,38,86,8,1
770,4,7,4,Sat,1,73.2,37,82,8,1
550,4,7,5,Sat,1,69.6,35,79,10,0.025
550,4,7,6,Sat,1,69.6,34,76,15,1
2640,4,7,7,Sat,1,69.6,34,73,16,1
4950,4,7,8,Sat,1,69.6,33,65,17,1
10010,4,7,9,Sat,1,71.4,32,55,15,1
11660,4,7,10,Sat,1,76.8,34,47,14,1
13310,4,7,11,Sat,1,80.4,35,45,14,1
18260,4,7,12,Sat,1,82.2,36,43,15,1
20900,4,7,13,Sat,1,84,36,40,15,1
22550,4,7,14,Sat,1,85.8,36,35,14,1
21890,4,7,15,Sat,1,85.8,36,34,10,1
25300,4,7,16,Sat,1,84,35,35,14,1
21450,4,7,17,Sat,1,80.4,33,34,16,1
17600,4,7,18,Sat,1,78.6,33,35,14,1
12210,4,7,19,Sat,1,75,32,40,15,1
9460,4,7,20,Sat,1,73.2,31,41,11,1
8250,4,7,21,Sat,1,69.6,30,44,11,1
7920,4,7,22,Sat,1,67.8,30,46,13,1
5280,4,7,23,Sat,1,66,29,48,11,1
2750,4,8,0,Sun,1,64.2,28,50,9,1
3520,4,8,1,Sun,1,64.2,28,50,10,1
2750,4,8,2,Sun,1,62.4,27,49,10,1
110,4,8,3,Sun,1,62.4,27,49,13,1
440,4,8,4,Sun,1,60.6,27,52,13,1
220,4,8,5,Sun,1,60.6,27,50,11,1
660,4,8,6,Sun,1,62.4,27,49,13,1
2530,4,8,7,Sun,1,67.8,30,48,13,1
4620,4,8,8,Sun,1,73.2,32,48,18,1
11000,4,8,9,Sun,1,71.4,32,48,16,1
12650,4,8,10,Sun,1,71.4,32,51,15,1
16610,4,8,11,Sun,1,71.4,31,46,8,1
21120,4,8,12,Sun,1,73.2,32,48,15,1
19360,4,8,13,Sun,1,71.4,31,44,11,1
17820,4,8,14,Sun,1,69.6,31,52,9,1
17600,4,8,15,Sun,1,69.6,31,52,9,1
15510,4,8,16,Sun,1,76.8,32,36,16,1
15070,4,8,17,Sun,1,75,31,32,21,1
14630,4,8,18,Sun,1,73.2,30,34,15,1
11550,4,8,19,Sun,1,71.4,29,33,15,1
8690,4,8,20,Sun,1,69.6,29,36,10,1
7480,4,8,21,Sun,1,67.8,29,39,17,1
4950,4,8,22,Sun,1,64.2,28,46,14,1
1870,4,8,23,Sun,1,62.4,28,54,18,1
1650,4,9,0,Mon,0,60.6,28,59,24,1
330,4,9,1,Mon,0,60.6,27,54,16,1
880,4,9,2,Mon,0,58.8,26,54,11,1
220,4,9,3,Mon,0,58.8,25,42,10,1
220,4,9,4,Mon,0,60.6,26,45,14,1
3410,4,9,5,Mon,0,58.8,26,49,14,1
7590,4,9,6,Mon,0,58.8,25,45,17,1
22550,4,9,7,Mon,0,62.4,26,38,20,1
47190,4,9,8,Mon,0,64.2,26,34,18,1
23430,4,9,9,Mon,0,67.8,28,31,17,1
12100,4,9,10,Mon,0,69.6,28,30,16,1
13970,4,9,11,Mon,0,73.2,29,28,15,1
16280,4,9,12,Mon,0,78.6,31,25,14,1
12210,4,9,13,Mon,0,80.4,32,27,13,1
11440,4,9,14,Mon,0,82.2,33,25,10,1
17270,4,9,15,Mon,0,84,33,22,3,1
31460,4,9,16,Mon,0,84,33,21,7,1
51920,4,9,17,Mon,0,82.2,32,23,6,1
39820,4,9,18,Mon,0,80.4,32,25,7,1
23980,4,9,19,Mon,0,73.2,34,60,10,1
15070,4,9,20,Mon,0,71.4,33,60,6,1
9460,4,9,21,Mon,0,71.4,33,62,3,1
5720,4,9,22,Mon,0,69.6,33,67,3,1
4180,4,9,23,Mon,0,69.6,34,70,5,1
1210,4,10,0,Tue,0,71.4,34,68,0,1
550,4,10,1,Tue,0,69.6,34,70,3,1
110,4,10,2,Tue,0,69.6,34,73,7,1
330,4,10,3,Tue,0,67.8,33,76,5,1
880,4,10,4,Tue,0,67.8,33,76,0,1
3190,4,10,5,Tue,0,69.6,34,73,0,1
10450,4,10,6,Tue,0,69.6,34,76,7,1
28380,4,10,7,Tue,0,73.2,34,60,3,1
55330,4,10,8,Tue,0,75,35,63,0,1
29260,4,10,9,Tue,0,73.2,36,73,0,1
14850,4,10,10,Tue,0,73.2,34,62,0,1
13860,4,10,11,Tue,0,73.2,35,67,5,1
13310,4,10,12,Tue,0,73.2,35,70,6,1
13420,4,10,13,Tue,0,75,36,65,6,1
12320,4,10,14,Tue,0,75,36,65,5,1
14300,4,10,15,Tue,0,73.2,35,67,5,1
31570,4,10,16,Tue,0,73.2,35,67,5,1
50490,4,10,17,Tue,0,71.4,35,73,5,1
37290,4,10,18,Tue,0,69.6,35,79,6,1
24750,4,10,19,Tue,0,71.4,35,76,7,1
16390,4,10,20,Tue,0,69.6,35,79,3,1
12540,4,10,21,Tue,0,69.6,35,79,3,1
9130,4,10,22,Tue,0,69.6,35,79,0,1
3740,4,10,23,Tue,0,71.4,36,79,7,1
2420,4,11,0,Wed,0,67.8,34,82,5,1
660,4,11,1,Wed,0,62.4,32,92,3,1
550,4,11,2,Wed,0,60.6,31,92,6,1
440,4,11,3,Wed,0,58.8,30,92,5,1
220,4,11,4,Wed,0,58.8,31,96,7,1
2750,4,11,5,Wed,0,58.8,31,96,8,1
9020,4,11,6,Wed,0,62.4,33,96,6,1
28710,4,11,7,Wed,0,69.6,35,86,6,1
56100,4,11,8,Wed,0,67.8,35,93,6,1
31570,4,11,9,Wed,0,67.8,35,89,7,1
14300,4,11,10,Wed,0,80.4,38,65,6,1
16170,4,11,11,Wed,0,82.2,39,60,13,1
20460,4,11,12,Wed,0,78.6,39,79,17,1
17820,4,11,13,Wed,0,76.8,38,76,18,1
15510,4,11,14,Wed,0,80.4,40,74,21,1
21010,4,11,15,Wed,0,78.6,39,79,18,1
34320,4,11,16,Wed,0,80.4,39,71,16,1
55990,4,11,17,Wed,0,78.6,39,73,13,1
38610,4,11,18,Wed,0,80.4,37,58,17,1
24530,4,11,19,Wed,0,75,36,70,18,1
16390,4,11,20,Wed,0,73.2,36,76,13,1
8470,4,11,21,Wed,0,73.2,36,76,14,1
9020,4,11,22,Wed,0,71.4,35,73,11,1
4620,4,11,23,Wed,0,69.6,34,73,11,1
1540,4,12,0,Thu,0,67.8,33,73,6,1
770,4,12,1,Thu,0,67.8,33,76,0,1
660,4,12,2,Thu,0,69.6,34,76,7,1
330,4,12,3,Thu,0,69.6,34,73,7,1
550,4,12,4,Thu,0,69.6,34,76,8,1
3520,4,12,5,Thu,0,69.6,35,79,5,1
9240,4,12,6,Thu,0,75,37,73,9,1
26180,4,12,7,Thu,0,82.2,39,65,6,1
55110,4,12,8,Thu,0,87.6,41,56,5,1
34540,4,12,9,Thu,0,87.6,41,61,8,1
17270,4,12,10,Thu,0,91.2,42,55,8,1
19470,4,12,11,Thu,0,91.2,42,52,15,1
17710,4,12,12,Thu,0,87.6,42,63,22,1
18370,4,12,13,Thu,0,93,43,57,18,1
17710,4,12,14,Thu,0,89.4,44,71,16,1
22220,4,12,15,Thu,0,100.2,46,53,17,1
39600,4,12,16,Thu,0,98.4,44,47,15,1
58740,4,12,17,Thu,0,93,44,63,15,1
34760,4,12,18,Thu,0,89.4,44,71,13,1
20020,4,12,19,Thu,0,87.6,44,80,10,0.1
10120,4,12,20,Thu,0,85.8,45,89,15,0.05
7480,4,12,21,Thu,0,87.6,45,86,18,1
9130,4,12,22,Thu,0,91.2,46,80,20,1
4510,4,12,23,Thu,0,93,46,71,17,1
3300,4,13,0,Fri,0,93,46,71,18,1
1540,4,13,1,Fri,0,96.6,47,66,15,1
880,4,13,2,Fri,0,100.2,48,62,18,1
220,4,13,3,Fri,0,98.4,48,66,11,1
550,4,13,4,Fri,0,98.4,48,66,14,1
2420,4,13,5,Fri,0,98.4,48,66,13,1
11440,4,13,6,Fri,0,103.8,50,62,16,1
33880,4,13,7,Fri,0,111,52,56,7,1
58740,4,13,8,Fri,0,118.2,54,50,8,1
33990,4,13,9,Fri,0,116.4,54,54,8,1
18370,4,13,10,Fri,0,121.8,56,50,9,1
22110,4,13,11,Fri,0,120,54,47,5,1
26290,4,13,12,Fri,0,120,54,49,8,1
30360,4,13,13,Fri,0,114.6,53,54,10,1
27720,4,13,14,Fri,0,98.4,49,72,10,1
33440,4,13,15,Fri,0,103.8,50,67,8,1
49610,4,13,16,Fri,0,98.4,49,74,7,1
62810,4,13,17,Fri,0,93,47,77,7,1
46970,4,13,18,Fri,0,85.8,44,86,5,1
25740,4,13,19,Fri,0,85.8,44,86,7,1
19030,4,13,20,Fri,0,82.2,43,93,6,1
15290,4,13,21,Fri,0,85.8,44,86,6,1
9900,4,13,22,Fri,0,84,44,90,5,1
7810,4,13,23,Fri,0,84,44,90,5,1
7590,4,14,0,Sat,1,84,44,90,0,1
4730,4,14,1,Sat,1,89.4,46,83,5,1
1540,4,14,2,Sat,1,89.4,46,83,5,1
550,4,14,3,Sat,1,89.4,46,83,5,1
550,4,14,4,Sat,1,89.4,46,83,6,1
550,4,14,5,Sat,1,89.4,46,83,8,1
2530,4,14,6,Sat,1,91.2,45,74,11,1
6600,4,14,7,Sat,1,93,46,74,10,1
12980,4,14,8,Sat,1,94.8,47,71,13,1
21780,4,14,9,Sat,1,91.2,46,77,14,1
25080,4,14,10,Sat,1,89.4,45,77,15,1
31460,4,14,11,Sat,1,91.2,45,74,14,1
35640,4,14,12,Sat,1,89.4,45,77,11,1
35200,4,14,13,Sat,1,87.6,43,74,15,1
33000,4,14,14,Sat,1,84,41,71,17,1
29480,4,14,15,Sat,1,80.4,39,71,20,1
26400,4,14,16,Sat,1,78.6,37,65,17,1
21010,4,14,17,Sat,1,78.6,36,58,18,1
20130,4,14,18,Sat,1,78.6,35,49,16,1
16500,4,14,19,Sat,1,76.8,35,53,20,1
9350,4,14,20,Sat,1,75,35,58,20,1
6270,4,14,21,Sat,1,75,34,55,18,1
5500,4,14,22,Sat,1,71.4,33,55,22,1
4070,4,14,23,Sat,1,71.4,33,60,18,1
3300,4,15,0,Sun,1,69.6,33,65,18,1
2750,4,15,1,Sun,1,67.8,32,67,18,1
1760,4,15,2,Sun,1,69.6,32,59,18,1
330,4,15,3,Sun,1,69.6,31,48,22,1
110,4,15,4,Sun,1,69.6,31,52,21,1
220,4,15,5,Sun,1,69.6,32,54,21,1
440,4,15,6,Sun,1,67.8,32,64,23,1
2750,4,15,7,Sun,1,66,32,70,23,1
4400,4,15,8,Sun,1,64.2,32,82,24,1
10450,4,15,9,Sun,1,64.2,32,82,20,1
7700,4,15,10,Sun,1,64.2,32,82,23,1
11110,4,15,11,Sun,1,64.2,32,85,23,1
10560,4,15,12,Sun,1,64.2,32,82,20,1
10340,4,15,13,Sun,1,64.2,32,82,24,1
10340,4,15,14,Sun,1,64.2,32,85,21,1
10670,4,15,15,Sun,1,62.4,32,89,23,1
8470,4,15,16,Sun,1,62.4,31,85,22,1
10230,4,15,17,Sun,1,62.4,32,92,23,1
7040,4,15,18,Sun,1,62.4,32,92,21,1
5170,4,15,19,Sun,1,64.2,33,89,23,1
3190,4,15,20,Sun,1,66,33,85,26,1
4290,4,15,21,Sun,1,66,33,85,28,0.05
2200,4,15,22,Sun,1,66,34,89,25,0.05
2420,4,15,23,Sun,1,66,34,93,26,1
880,4,16,0,Mon,0,67.8,35,89,25,0.025
660,4,16,1,Mon,0,67.8,35,93,24,1
330,4,16,2,Mon,0,67.8,35,93,25,0.025
110,4,16,3,Mon,0,67.8,35,93,22,0.025
220,4,16,4,Mon,0,69.6,37,96,24,0.025
1210,4,16,5,Mon,0,71.4,38,97,25,0.05
1100,4,16,6,Mon,0,73.2,39,96,26,0.15
3630,4,16,7,Mon,0,75,40,97,25,0.325
5060,4,16,8,Mon,0,75,40,100,25,0.075
4730,4,16,9,Mon,0,76.8,41,100,25,0.1
3080,4,16,10,Mon,0,78.6,42,100,24,0.425
3300,4,16,11,Mon,0,80.4,43,100,20,0.3
4070,4,16,12,Mon,0,82.2,44,100,17,0.4
2090,4,16,13,Mon,0,84,45,100,17,0.325
2200,4,16,14,Mon,0,85.8,46,100,26,0.475
2310,4,16,15,Mon,0,87.6,47,100,30,0.275
2750,4,16,16,Mon,0,89.4,48,100,22,0.125
8690,4,16,17,Mon,0,91.2,49,100,18,0.575
4400,4,16,18,Mon,0,96.6,52,100,11,0.225
4620,4,16,19,Mon,0,93,49,93,7,1
5830,4,16,20,Mon,0,93,49,96,9,1
5830,4,16,21,Mon,0,91.2,48,90,9,1
3740,4,16,22,Mon,0,89.4,47,89,9,1
2200,4,16,23,Mon,0,89.4,47,93,11,1
1320,4,17,0,Tue,0,87.6,46,93,11,1
990,4,17,1,Tue,0,85.8,45,93,9,1
440,4,17,2,Tue,0,85.8,45,89,14,1
440,4,17,3,Tue,0,85.8,45,89,18,1
550,4,17,4,Tue,0,84,43,86,18,1
3740,4,17,5,Tue,0,80.4,40,80,16,1
7700,4,17,6,Tue,0,80.4,40,74,21,1
27060,4,17,7,Tue,0,82.2,40,71,18,1
49060,4,17,8,Tue,0,84,40,63,15,1
29040,4,17,9,Tue,0,84,39,61,16,1
15180,4,17,10,Tue,0,85.8,40,58,14,1
14520,4,17,11,Tue,0,87.6,41,56,15,1
17160,4,17,12,Tue,0,89.4,41,52,17,1
18040,4,17,13,Tue,0,91.2,41,50,20,1
15840,4,17,14,Tue,0,91.2,41,48,17,1
20460,4,17,15,Tue,0,89.4,40,46,15,1
33770,4,17,16,Tue,0,87.6,40,52,13,1
50270,4,17,17,Tue,0,85.8,38,47,17,1
43340,4,17,18,Tue,0,82.2,37,49,15,1
22990,4,17,19,Tue,0,80.4,35,45,18,1
14520,4,17,20,Tue,0,78.6,35,47,9,1
10340,4,17,21,Tue,0,78.6,35,49,11,1
7260,4,17,22,Tue,0,75,34,55,20,1
3410,4,17,23,Tue,0,75,35,58,14,1
1430,4,18,0,Wed,0,73.2,34,62,14,1
770,4,18,1,Wed,0,71.4,33,62,15,1
550,4,18,2,Wed,0,71.4,32,55,14,1
110,4,18,3,Wed,0,69.6,32,57,11,1
990,4,18,4,Wed,0,67.8,31,55,17,1
2860,4,18,5,Wed,0,69.6,32,54,15,1
9130,4,18,6,Wed,0,71.4,32,55,15,1
26290,4,18,7,Wed,0,75,34,55,17,1
51700,4,18,8,Wed,0,80.4,37,53,16,1
29370,4,18,9,Wed,0,84,38,52,17,1
16500,4,18,10,Wed,0,87.6,39,48,15,1
16720,4,18,11,Wed,0,93,41,46,21,1
20460,4,18,12,Wed,0,96.6,42,43,17,1
18920,4,18,13,Wed,0,94.8,42,44,17,1
17050,4,18,14,Wed,0,98.4,43,41,17,1
21230,4,18,15,Wed,0,96.6,42,43,16,1
34870,4,18,16,Wed,0,94.8,42,44,13,1
59070,4,18,17,Wed,0,91.2,41,46,15,1
39930,4,18,18,Wed,0,89.4,40,48,15,1
22660,4,18,19,Wed,0,87.6,40,50,11,1
18150,4,18,20,Wed,0,85.8,39,51,10,1
13420,4,18,21,Wed,0,84,38,54,10,1
9900,4,18,22,Wed,0,80.4,37,58,10,1
4400,4,18,23,Wed,0,80.4,37,58,7,1
2090,4,19,0,Thu,0,80.4,37,58,9,1
1320,4,19,1,Thu,0,80.4,37,58,7,1
660,4,19,2,Thu,0,75,36,68,7,1
220,4,19,3,Thu,0,76.8,37,67,3,1
550,4,19,4,Thu,0,80.4,38,60,7,1
3410,4,19,5,Thu,0,80.4,37,58,9,1
9350,4,19,7,Thu,0,69.6,35,86,6,0.225
10230,4,19,8,Thu,0,67.8,35,93,0,0.15
7480,4,19,9,Thu,0,71.4,36,86,8,0.025
7260,4,19,10,Thu,0,73.2,37,86,3,1
8030,4,19,11,Thu,0,75,38,83,6,1
11220,4,19,12,Thu,0,78.6,39,79,6,1
11880,4,19,13,Thu,0,78.6,39,76,7,1
9130,4,19,14,Thu,0,78.6,39,79,5,0.025
7810,4,19,15,Thu,0,78.6,40,82,7,0.025
19140,4,19,16,Thu,0,82.2,41,79,9,1
38720,4,19,17,Thu,0,80.4,40,74,16,1
31130,4,19,18,Thu,0,80.4,40,76,11,1
23210,4,19,19,Thu,0,80.4,40,74,9,1
17050,4,19,20,Thu,0,78.6,39,73,14,1
9790,4,19,21,Thu,0,76.8,37,67,10,1
8250,4,19,22,Thu,0,75,36,68,13,1
3740,4,19,23,Thu,0,75,36,68,15,1
2750,4,20,0,Fri,0,73.2,35,65,18,1
1210,4,20,1,Fri,0,71.4,34,70,16,1
990,4,20,2,Fri,0,69.6,34,73,15,1
330,4,20,3,Fri,0,69.6,34,70,13,1
880,4,20,4,Fri,0,67.8,33,73,14,1
3080,4,20,5,Fri,0,69.6,33,67,14,1
8250,4,20,6,Fri,0,73.2,34,62,17,1
23760,4,20,7,Fri,0,76.8,35,55,21,1
51040,4,20,8,Fri,0,80.4,36,51,16,1
28490,4,20,9,Fri,0,87.6,39,46,20,1
